mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0.001,-0.002471019758319506,-0.0031048016358421093,-0.05872893150728503,0.01128671061284637,-0.010307808112191928,-0.0010732390019302248
0.001,0.0004979729865458063,0.004332147104183209,0.01078376634502038,-0.018043098033314643,0.005524811593599302,-0.0014191516353526828
0.001,0.0022180532698061733,-0.004449443366714765,-0.01455535308887809,0.0168026142319745,0.008657276484050118,-0.0005267669226252691
0.001,0.0032598459870209575,-0.003780711960950201,-0.031593257642461695,0.014474737052688388,0.01456926078489743,-0.0014399491321594633
0.001,0.0033697417710405954,-0.0039454699819374125,0.15087209005078353,0.01660332111138229,0.009279469255428883,0.00032333059406992843
0.001,-0.0007301057234989511,0.005422928335869006,0.0223730132787835,-0.02196017965329762,-0.0036573618653267036,-0.00024317787742765936
0.001,-0.004737425945385426,-0.004741123930976208,0.011768118654006668,0.015039872374365618,-0.01800186656859036,0.0022255794364323613
0.001,0.0064923335000200665,0.0025523692552168686,-0.027822841814839107,-0.006440980497218529,0.026160749315377207,-0.00032718988331744504
0.001,0.006202050316606327,0.0051416747253364625,-0.12637867572489067,-0.016191794692706152,0.02092185954314868,0.0012918609367987355
0.001,-0.006914327058826549,-0.004838876052056352,0.033786032680132305,0.019906510619161277,-0.021467909921696688,-0.00047376670253849545
0.001,-0.00916989828211879,-0.002508226231851171,0.14769066140088197,0.005967079731931688,-0.03490983864308709,-0.0007433068658311958
0.001,-0.005336435833828336,-0.007976004869101988,0.022004237725323138,0.029213878144659054,-0.021335867920514843,0.001526688515645572
0.001,0.00815907984953367,-0.006968386907957295,-0.012335243172862586,0.024703069466347285,0.027882384878989627,0.0018293648167882703
0.001,0.0011232405344501844,-0.01139361523742004,0.07771531819829214,0.03576049324993691,-0.0005094992316903211,-0.002045701496088377
0.001,0.004107542764629405,0.010751979062044273,0.06629570815723733,-0.03422817475302277,0.015175846990481034,0.0010660408004774472
0.001,0.004636799125993662,0.011068867282248512,0.03670281149617507,-0.038385668229063336,0.015180187434130356,-7.03045665444544e-05
0.001,-0.009030210714316882,-0.008306878935704002,-0.06477829345192526,0.025404527737754763,-0.040920593654393336,-0.002102608139957714
0.001,0.00989432510906595,0.0074407961733789245,0.059840523035242635,-0.01715317114574416,0.03879611243522792,0.0006307282639393206
0.001,0.0068465992080954064,-0.010696771646771292,-0.026275822833801882,0.04157650164274013,0.026784706090746103,0.0015432972974910727
0.001,0.001569251022727596,-0.01269232921350088,0.05423500023048555,0.0469805683531562,0.009462275243908478,-0.002870227633894317
0.001,0.012204461426520432,-0.004236021514353935,0.12270946095311251,0.013617979012224606,0.047342880549843036,0.004434191096943072
0.001,-0.004994699667775078,0.012176145422052469,0.08355968972042804,-0.037583914723225864,-0.019191158420364385,0.0037537567601502904
0.001,0.011474632260157077,-0.007107213782525237,-0.0766240238485858,0.02714167292482868,0.04308906048045974,-0.0033374622178882277
0.001,0.00890954193759762,0.01022919236219789,0.004629568541698632,-0.038106373908596294,0.029322116742487195,0.0011548187158266932
0.001,-0.01298302545319057,0.0052603893569309005,-0.3209403989036963,-0.02066472111071967,-0.04522988733934561,1.8589487636697946e-05
0.001,-0.014129161400404546,-0.001956687599828268,-0.031535229141510204,0.00014303893509755392,-0.053137199101719296,0.0006571278306657843
0.001,0.0022672543504076844,0.015114885511889628,-0.01967745756605757,-0.044302248239270904,0.006185418570792445,2.3965011603798755e-05
0.001,-0.01582163092659052,-0.0004410460213447767,-0.21827631257097987,-0.00464738720497726,-0.056391736096075146,0.0006726799665035234
0.001,-0.013747551601383304,0.008850921970807207,-0.009165559116392235,-0.030702394141487472,-0.04643707778512771,0.002528724131340388
0.001,0.008381605195857882,-0.014761085876939752,-0.0652470436593899,0.05371419621040836,0.01821339454263778,-0.0012821166983459952
0.001,-0.01685341820350228,0.0037301475981575466,0.0023578764640712815,-0.007961883457844045,-0.05663452534172528,-7.050939031378249e-05
0.001,-0.015492094649119074,0.009726077370396961,0.1200832929392367,-0.03561270019245034,-0.0475978950292994,0.002763755683928551
0.001,0.01787759761654757,-0.0045288547719079105,-0.17404930527498136,0.012987207284510043,0.04665969295222345,-0.0030816803956783905
0.001,0.004853528093400036,-0.019470029102505653,0.013347745498236717,0.0597686728479823,0.02187563833488761,0.0013348204367355605
0.001,0.0025047820888521215,-0.020091048545184714,-0.016777987333191444,0.05249931058019633,0.008083772596399598,-0.003954778560456587
0.001,-0.008056656289143871,-0.019352626519568053,-0.04412454154726555,0.05467002164697244,-0.03270859046641912,0.002863174206348725
0.001,-0.0198459424356505,-0.009905193918961712,0.09019873572011844,0.03960382318146689,-0.059431105689645554,-0.006505650066226653
0.001,-0.007572404189216105,0.02147007393301845,-0.080741866765108,-0.07662413514462249,-0.03335729152033481,0.0040185438764887525
0.001,0.006205589469561131,-0.02394320647112012,0.05872564598578909,0.07241080883413614,0.010273812770405046,7.158645319723789e-05
0.001,-0.02349854447147764,0.007729912339926178,-0.016111830356080794,-0.017145786466393143,-0.06782912653663731,0.0046171953017428765
0.001,-0.008180902629962872,0.024487965369906044,0.103477430251595,-0.06811431949209064,-0.010045812826106669,-0.0008161788978544714
0.001,0.006167962715400332,-0.025356734770445703,-0.08327730477707457,0.07585889532976665,0.02070996202658538,0.00022387475220993677
0.001,0.0262311916108489,0.003177660624812342,0.07132593568547184,-0.005259282293207323,0.0768402274510194,-0.0006314604675895236
0.001,-0.022353663620633953,-0.014903220842121409,-0.06019273578324959,0.04370501538982669,-0.06764520144075364,0.00618005508019798
0.001,-0.02843458195502814,0.0003542971341726886,-0.0997533884376993,-0.010909229329317708,-0.07908830794982794,-0.003914893161321951
0.001,0.016426003610381462,0.026049668193275168,0.04622259905777746,-0.07366112852330255,0.04924611909950025,-0.002064647032907891
0.001,0.011452513517180872,0.029257070163983274,-0.009644690001715478,-0.0791840475151191,0.03728618633816356,0.002131635291597689
0.001,0.012850938915063377,-0.029494789741965507,-0.11885842431355216,0.07379793008307221,0.04490572453104413,-0.00269809691095469
0.001,0.004668057401843012,-0.03201468979610194,-0.11689107090526607,0.10196930915578793,0.0056229807171010796,0.008093442979560708
0.001,0.005249362894054345,0.032781512632929416,0.011145710087380871,-0.09296100703831663,0.0053135196776532174,0.012245960546360905
0.001,0.02886620926020595,-0.017255050468775988,-0.01711741309704649,0.04781156542366936,0.0910858406934515,0.006042837738591304
0.001,-0.033817663165936034,0.001465110540424299,-0.12976618979589052,0.0025336621317003614,-0.09448101263358213,-0.0002668807585912823
0.001,-0.006764148729139797,-0.03332199013150792,-0.08590539917590534,0.08706853321641954,-0.02063802003832648,0.005169959071545275
0.001,0.029609481492473284,-0.018862580175410724,-0.15346019886876974,0.05058282557005481,0.09337251576640006,-0.003985289584498657
0.001,0.013625807605652504,-0.03256571946556395,-0.046792674978963264,0.09855001821642752,0.03430060388256433,-0.009855646351390392
0.001,0.018464103159955135,0.03230455596313506,0.00520706567521494,-0.09289193188204806,0.044895208250891196,0.004697799467808239
0.001,0.00571103009113217,-0.037431345422722015,0.013174445534270754,0.10102045476622948,0.01903246987161777,-0.001549707256469879
0.001,0.025649491227040917,-0.028184014137678827,0.11190761552458797,0.0908692237008699,0.09264032633564297,-0.006306931147246042
0.001,-0.028830559089938805,-0.02493852409100463,-0.01948978046432516,0.06286129045840239,-0.07080461721894238,0.001153219068638433
0.001,0.03570262704748165,-0.014199522577657105,-0.09657390223351739,0.03156003832474097,0.1053028698577256,0.0024414155733747493
0.001,-0.035760758114012796,0.014236677930352586,-0.0768835314814139,-0.031550978792481914,-0.08685621500223613,-0.0037045433618280266
0.001,-0.03807855305336003,0.009559259546300242,0.0940526923254924,-0.050085673463094074,-0.12648526952947486,-0.003953841275639294
0.001,-0.026232945713678006,0.029336919092239785,-0.09137311439070639,-0.08471147094677936,-0.06134423681500047,-0.0012676389640483982
0.001,-0.011550921188747034,-0.03932002253761235,0.1892568801739915,0.10645149684470552,-0.029713137151060713,0.00862462060700604
0.001,0.041385752011985195,-0.0008849880739278654,0.05983897199292614,-0.00339496777868571,0.11243068087462661,0.006210507535769197
0.001,0.03729458986429505,0.020535113758683006,-0.07300419902161631,-0.06498174373079224,0.1121400197010476,-0.013744122424645353
0.001,-0.008077439803600166,-0.04206730126318304,-0.16557897672905916,0.11533546771515434,-0.030757219359760536,0.0019228702048101995
0.001,0.039481148125722634,-0.016898544715440188,0.3220376909640283,0.04188940658948673,0.10208082188725219,0.003760747605212325
0.001,0.030919750708646193,0.030731763518538124,0.0064019328012323426,-0.07896046999099028,0.09006574891593007,-0.003044499749740312
0.001,-0.04267714619381295,0.011587521932027736,0.0797208753509439,-0.04630897858324446,-0.10746424234152263,-0.0057563637143426315
0.001,-0.03283118093533859,-0.030017116327431745,0.18469141034193623,0.07774944151739933,-0.10600972566337859,0.01569215105730691
0.001,-0.04487622030448511,-0.01405144507832266,0.025609904211770576,0.01878255957187394,-0.1344981140769937,0.001589891428822967
0.001,0.010986361722081998,-0.04575403443277534,0.03051596608549156,0.13991145526186424,0.03142862026824585,-0.009103506924851127
0.001,-0.03753466187602673,0.0287581692881679,0.0215771039515536,-0.08661544263945739,-0.11282335043268792,0.005637675548893254
0.001,0.025528066198790424,-0.040067294423680844,0.15223601571480314,0.09309002261632603,0.06427547883648317,0.002823304536216922
0.001,0.026285969868175788,-0.04042321674997183,0.20435545332331073,0.07743874202140918,0.06699276296982866,-0.006383603260515514
0.001,-0.03590530261493641,0.033425401968153814,0.13322989402027757,-0.08896525083113661,-0.10542512638206364,-0.002048288223711585
0.001,-0.01764944480424364,0.04614601681866096,0.022764444963821254,-0.10633001851175544,-0.06347868155465833,0.0014825460702175797
0.001,-0.00019276439568754498,-0.04984797434603447,0.02851524608712532,0.1307751481091501,0.005080848409456476,0.015939009481003037
0.001,0.05466709414611467,-0.0008877982929230526,0.1594772869001395,0.023120388768559014,0.15389818149018453,-0.01564654741016682
0.001,0.022154794406814407,-0.05056375225349349,-0.10003812950178369,0.1354458856550656,0.09592918071375424,-0.00692161597660057
0.001,-0.01869430049360898,0.05295864811664828,0.01927051828611227,-0.12590820820963464,-0.05359116315298455,0.003533351133646625
0.001,0.043662617861081734,-0.0360061771842092,-0.09405815735736864,0.09291980154332746,0.10909457314321666,0.013292699866442347
0.001,-0.04809051910971937,0.03331651175974596,0.17928443072634673,-0.1297836233114524,-0.13355840486778428,-0.014375759380750997
0.001,-0.038411061027335214,-0.04413303226085245,0.09966862845430917,0.1012098600515622,-0.08143753353038548,0.008811247160957204
0.001,0.05360583013050185,-0.02381645950905966,0.16429401461153925,0.0573939586183588,0.11643943357362281,0.012465468893986486
0.001,-0.05093436815720431,-0.03405423014293405,0.04463737495700061,0.07746123861572299,-0.1542501573486712,0.00598271509190763
0.001,-0.05642745989299721,-0.024097307118682867,-0.030778074201379305,0.03292885387058073,-0.13431129537063013,-0.015233751497720332
0.001,-0.0024537373600016918,0.06446216985740216,0.08591985831719723,-0.1562846838790941,-0.023242589822459775,0.004864230034107055
0.001,0.0075039147812645994,-0.06503857034178656,0.03327664805974951,0.15732346242700435,0.01773627229236995,-0.0096454649507327
0.001,0.03351286093897953,-0.062350782749120814,-0.2233247300374314,0.1729723563525971,0.09070690799474487,-0.0047969348338454485
0.001,-0.0686500047696374,0.019332783466946633,0.09861740767446306,-0.05173484712129378,-0.15869476191059345,0.01194499080392155
0.001,-0.06794188226951153,-0.029280669305681316,-0.02218483538481309,0.054009624690616,-0.14490894927267206,0.0012419838495079407
0.001,0.03262677326981762,-0.06656846887354383,0.2986918821349213,0.1527563043751607,0.07722529726409406,0.010601173318390243
0.001,0.07087065424702427,0.026240684520802398,0.1272279090549749,-0.06427643293731097,0.171935478985101,-0.015094844886208495
0.001,0.007535986562557063,-0.07542691059887223,-0.12329734644618623,0.16458181383293083,0.017484817934162716,-0.0014079715654806428
0.001,0.04510369183051013,-0.06136231049192425,-0.058660804484914224,0.13501635918461086,0.11616737058537505,0.007670629828278057
0.001,-0.036398534782192134,-0.06794503145240917,0.028543397656256284,0.1271906013187044,-0.09363363777948083,0.01386578050044401
0.001,-0.02033702975851117,0.07468126365157184,0.028944398208756696,-0.2015568768198066,-0.0528230436653267,-0.0014297966023955045
0.001,0.06668423961551415,-0.03961629590816494,-0.15553362148971223,0.09732897929050077,0.14647487128851083,-0.0066987911642641925
0.001,0.060077597317372534,-0.049089452405910686,-0.026803227825469695,0.14217158222442325,0.19229176696411243,0.0038466457664625146
0.001,0.013860666769938102,-0.07670102451232977,0.05667521160010565,0.17977728614187108,0.038593143336923395,-0.004505710536361234
0.001,0.013401521334801011,-0.08149846183787658,0.010415864213127598,0.1483100318058909,-0.010469094772217163,-0.014881242955564358
0.001,0.08290199394684289,-0.018643378960278355,-0.11512797283864146,0.054694356068896194,0.20929998008360481,-0.015186030539778496
0.001,-0.03703599385805645,-0.0766274003674307,0.10530173087923043,0.17048226638826344,-0.11925001972410726,-0.021884620652257793
0.001,-0.035006425344948564,-0.07800179099154694,-0.12288101298444694,0.23302048599475744,-0.08998083379448586,-0.025909589587709086
0.001,0.03380401601087817,-0.07930688911864181,-0.12057208415411046,0.175175249935613,0.10226265795165099,-0.003419215116446401
0.001,0.0722823351332524,-0.04746709728061798,0.07857822201300876,0.15565877433597503,0.12608843434780445,-0.007158300056254161
0.001,0.0868485205092363,-0.005392504734858557,0.11811880412100473,-0.007519548476097794,0.21883098499965226,0.0052923805229383785
0.001,-0.018596020069192472,0.08541162060199098,-0.13107874006722664,-0.23564910950990892,-0.045906960535678915,-0.0014178762169903879
0.001,-0.030429357451829935,0.08206975722712455,-0.03453378550658492,-0.17117218061250244,-0.12001942110058064,-0.004906044217303105
0.001,0.07163182198679223,-0.05155358828107326,-0.05200048314700876,0.13204195817102232,0.15744653543263795,-0.009066251862689601
0.001,0.023060489320391644,-0.08561915794497302,-0.116306245478999,0.18466035890970797,0.04586869174031617,0.002951874338135579
0.001,-0.0068094673144721545,-0.08921942484998042,0.13345540910528958,0.20360176559664148,0.008217148054914247,0.01630557349560924
0.001,0.08910751652207884,-0.01083381748833398,0.03048937279772991,0.028585133763519944,0.2158679091897889,-0.005569192906467462
0.001,0.036959831946551155,-0.08793831513995329,0.21449292660053743,0.20258703989912646,0.10224644962046803,0.002536735215730283
0.001,0.09577743079831331,0.009593071156694633,-0.11752135570833003,-0.022501491541270967,0.25029354052198866,0.019874213991902586
0.001,-0.05785920014985177,0.07750560035323707,-0.07128995400415526,-0.1961891686263317,-0.12450780606513058,-0.0016128873050357349
0.001,-0.04339751069655187,0.08699871296822417,0.08250940665895813,-0.21994080942486655,-0.10683971484602692,-0.01712235339489477
0.001,-0.014730119992760832,-0.09925896437022971,0.031163388223466315,0.19257806002536396,-0.020812834341601825,-0.0020255191762241615
0.001,-0.07433224120075008,0.06937775571945133,0.01150554930711357,-0.14325798370989612,-0.16300246076631453,0.007544217391707786
0.001,-0.05985003723716111,-0.08229569216184979,0.1323259172568832,0.16691353621793525,-0.07372233769713127,-0.0006323965826218038
0.001,-0.06114324279416972,0.08206465529167377,0.049467922749831944,-0.18834361181696718,-0.16583299624661324,-0.00585770862584677
0.001,0.04966765996522537,0.09590558146585357,0.1742651835380821,-0.2096645069047714,0.10551035408084669,-0.02359163099997411
0.001,0.10451325589190097,-0.03207355328559518,0.05786139032063965,0.09069546290764165,0.2028465779023365,-0.0021071171744410683
0.001,-0.10472249909230998,-0.03211108706731216,-0.019066228051748353,0.06545556772010148,-0.265507354325649,-0.0046141654355884515
0.001,0.06541138643073095,0.08888636378699434,0.04731285687772982,-0.17425024235021644,0.17212431902646896,0.003751544499245003
0.001,0.07948092738614294,0.07832044425245381,-0.13643488040761184,-0.16408879048190345,0.20410519079524897,0.02271036663251025
0.001,-0.01278213723797878,-0.11124311960234536,0.046415260596757234,0.26667912941885646,-0.055954123852140464,0.00531278448473819
0.001,0.11775393948713614,0.004921845472801917,0.08488374624164968,0.01425065879103296,0.23074585253672789,-0.010166495596376559
0.001,-0.11814562939430648,0.0040648656799105246,0.0413511555781802,-0.0331589117385041,-0.23773260790591383,0.006103742014706593
0.001,-0.1183441029715437,-0.008751051146120906,0.20965284256472244,0.08637176179812861,-0.20894899284164778,-0.0002272034664829351
0.001,0.004469356249339679,-0.12005300380263817,0.1056194784314653,0.2435031871077236,-0.03400176335050198,0.01469652366483134
0.001,-0.12045248746167427,-0.0014883218424104323,0.2058277745475776,-0.03803723208837522,-0.27933063786912715,0.006112421874827294
0.001,0.10754477373937613,-0.0573413319743006,-0.11134053055521811,0.11686571466780224,0.26222998671214687,-0.02486866654051145
0.001,0.11622201319962953,0.03971941461505436,0.10295375135949612,-0.046562639676418924,0.24450099124569358,-0.013840629593081594
0.001,-0.06836275756433849,-0.102854443923688,0.0038080322864562487,0.1875114795103689,-0.15404934317194152,-7.739422785490119e-05
0.001,-0.037842292556178304,-0.11925779706159596,-0.042197848527722244,0.24822886863990343,-0.07090569489619834,0.007982257364715977
0.001,0.11283392496975617,0.05765077918939601,0.006103331568200066,-0.07054024954325137,0.21827313966316803,0.0019003331841914212
0.001,0.03064829936420346,0.12453512360224307,-0.026048696958290485,-0.278143420894125,0.10275280466947903,0.002516184599241548
0.001,-0.03844011983595445,0.12430740742501573,-0.017873003087284373,-0.2193579228028817,-0.1040295743388888,0.018630206150129985
0.001,-0.10165408914887894,0.08162683392910206,-0.07390262378575335,-0.1898214883973303,-0.2242589104260083,-0.008353051699748369
0.001,0.12816522809491615,-0.02543074534390122,-0.14460842605468838,0.039682080659128385,0.28132361243550236,-0.0015245372296232673
0.001,-0.1288609484907339,-0.030597231205911103,0.09676319523932075,0.04967382000227977,-0.32264484717206426,0.009207653634522635
0.001,0.07814275330302191,-0.11241193883801048,-0.11338943698709776,0.2564975602059552,0.1735881966496631,-0.005414248888043632
0.001,-0.06328025652086848,0.12187527182287829,0.07649219493209652,-0.25072563388472885,-0.13989527972104235,0.014857194059295035
0.001,-0.11200160836774521,-0.07989104452521743,-0.21142333363837867,0.1639868408750896,-0.2377629649075243,-0.021839919194521537
0.001,0.062269539450462444,-0.1241280334269398,-0.0476688785760768,0.2899705426752107,0.1480468360909966,0.026938240647017594
0.001,0.13736886644773466,0.024398113254690497,0.027585123109428768,0.021999493576243763,0.2670639455077769,0.0043473466112337765
0.001,0.005992921714897619,-0.1399314399047932,-0.029659829131765347,0.3258286860168645,0.0007778955021744798,-0.01630872946927605
0.001,-0.048946172141676354,0.13225682888145254,-0.1437358980919694,-0.1812200057335746,-0.10738837503004285,-0.011568311239592078
0.001,0.13860863343838775,-0.031668711120726625,-0.06606417112654377,0.05486515827225587,0.3155669675258935,0.0034603860430860883
0.001,-0.06884386263716548,0.12476018862441003,-0.09445725950548746,-0.2394694103007659,-0.17293772772118365,-0.013072362161721068
0.001,-0.1199713732933385,-0.07864428013543785,0.12499647798950747,0.18730019651422194,-0.29289756027786473,0.014325181010766717
0.001,0.14307475029881803,-0.013949248335348306,-0.019928084633317994,-0.01003482281831405,0.3013184873844977,0.01902085508311816
0.001,0.05437286421877447,0.13433149024749563,0.04706020335013075,-0.2848381834777934,0.15101734294443755,-0.012348048072154233
0.001,0.10851157152248647,-0.09896556052470358,0.03992458626617684,0.2835980583218087,0.2520673287969711,-0.012653442151001608
0.001,0.09772521739110931,0.11063516789184104,0.07213903243192714,-0.22214428134001948,0.20435953027367984,0.026572925624672002
0.001,0.10941160585441669,-0.10054838162695791,0.1280500503012428,0.25502502250509,0.18456438701945369,0.0015011066483597187
0.001,0.14955544019105732,-0.009568932455258194,0.016865767868211985,0.015314383446712956,0.28991743480125115,-0.013477117297530152
0.001,-0.1497711151713004,-0.007493698346985052,-0.012806860879306624,0.05802749763807809,-0.3113726972081314,0.00032947617741126297
0.001,0.10291593092647087,0.1100960994277478,0.06444415756537124,-0.22116342143926288,0.19759169324293363,0.00018959247060672165
0.001,0.1501634143236269,0.022822076724943692,0.1061047483050678,-0.06053783619399296,0.2538543995205118,0.01749194611160819
0.001,-0.0487599981058103,-0.14605556755988472,-0.16871247076589027,0.3354176187223173,-0.06363646541079732,-0.02473242774811177
0.001,-0.05166685607896884,-0.14762060778594507,0.09065582707579087,0.2900083685463572,-0.09435885004020998,-0.041820953761330534
0.001,-0.14596037012597174,0.057118108857936244,-0.14837579032807627,-0.0782622599431095,-0.35751243068820876,-0.02403643375288378
0.001,0.07454294153597252,0.13887489821699997,-0.029923572923933103,-0.3400047287872976,0.20227529815435477,-0.00018985744003624988
0.001,0.003948895233988401,-0.15782304447076567,0.11520515758400784,0.280667234339714,-0.015219951504635907,0.010100034775931011
0.001,0.15358015674173323,0.03682926114588232,-0.023279031266728548,-0.10264109244736744,0.33670103046594546,0.0023969140772870487
0.001,-0.1574785777177657,0.024102890958364924,0.008597548881419467,-0.04266629870848506,-0.32679990956424776,-0.008122806011514478
0.001,0.08161576273918354,0.13856407725651476,-0.1048677779204093,-0.2440734795297118,0.20335759379063745,0.005763389993692504
0.001,-0.15453500824145827,0.04756358987835665,-0.05522942152031251,-0.09076666486712584,-0.2889190162487858,0.0032727023885931092
0.001,-0.1603673006832764,0.027146819457528924,-0.16367538968888684,-0.09122080192834894,-0.2947928939502138,-0.003597996255212821
0.001,-0.03234638453600985,-0.1598909978297544,-0.050883214080218356,0.43845164103393475,-0.09473519115471571,-0.029216405615635738
0.001,-0.12637296427638936,-0.10524977603169916,0.03582711087996448,0.20574796042049665,-0.26703622836892404,0.02028632524115429
0.001,0.01740182950315022,-0.1635818762305595,0.0022171098041909366,0.3324887256983295,0.10678504636351281,-0.014109049003643395
0.001,-0.012788040357315743,-0.16662989345036705,0.005478642419014549,0.3910637957374068,-0.06029413081660186,0.0068058611801464445
0.001,0.08984321201284183,-0.14187991844164263,0.10203398142553949,0.22990632170608336,0.18008563144599773,-0.005491061385998477
0.001,-0.16896623876683617,-0.03170851898063291,-0.02285299989668063,0.07580069318683552,-0.3149392283518722,0.0005833135270310895
0.001,-0.035058064513874804,-0.17039440649286575,-0.016592587230407695,0.36483755217206526,-0.05818699903534229,-0.013258915329386917
0.001,-0.17426496611041428,0.0010740201331247813,0.06832654517451615,0.02178153789705286,-0.35687902408460087,0.01700545363296072
0.001,0.17628629976457702,-0.01732210243783183,0.08602318059006704,0.006039569344432817,0.3888591270996746,-0.0038619863985297005
0.001,-0.05759448129488098,-0.16804641827097672,-0.010719104678486519,0.32439189804693436,-0.12094715455222299,-0.019910031199938838
0.001,0.13000507536520298,0.12192811245129234,-0.22765671370347446,-0.25564793708176975,0.24834528850235735,-0.0010526164739115857
0.001,0.09314335582298222,-0.15219199388587687,-0.14746273560294465,0.3072225394365219,0.19205467172893423,-0.04859790075121792
0.001,0.12590156917914608,-0.12865568823459617,0.16865438109062322,0.2778102063870275,0.2651462453794476,0.028161722224097234
0.001,-0.050400397030732964,0.17366088851342693,0.02580647224292212,-0.35736555969722367,-0.12280013003491516,0.011257797672518284
0.001,0.03061901645071082,-0.1802786372718082,-0.08778813536009647,0.3647341391410907,0.04463570310980979,-0.014674561387256351
0.001,0.11153693045567345,-0.14495621999137862,0.08811020739303944,0.26336320117697126,0.2113105638001953,0.014412109723252386
0.001,0.12744436435841286,0.13149603075807673,0.13894135705112784,-0.25766875621649216,0.3468411381689327,0.0034738838319945038
0.001,0.180360940112879,-0.03638665078956677,0.03330205123011165,0.14667953036981257,0.32692007061981826,0.01118296323460629
0.001,-0.10130886353250525,0.15441924409895394,0.03000310242706494,-0.2704562575793023,-0.24219404579313153,0.011045044874036522
0.001,-0.06711722360939565,0.174875973123359,-0.07683156872908867,-0.32867942158604485,-0.10146697989512582,-0.024142296310795664
0.001,-0.1886403781305955,0.0162697143461785,0.05625577414440972,-0.05552959173508086,-0.3136793546533239,0.004163461034634171
0.001,0.15176633831468286,-0.11484519299994943,-0.046883119017217784,0.2309514461790896,0.24551388012721564,-0.021091184414220792
0.001,0.007345044695540451,0.19405422714232756,0.04631603032288412,-0.40421162889869694,0.06584129563328689,0.010261591452306783
0.001,0.19338835402453977,0.0374547297876628,-0.003670582352316207,-0.12827345634497514,0.4091474268695242,-0.016428913581695258
0.001,0.16981757055697094,0.10231977310267935,0.16592126413974617,-0.24613803417406138,0.37905180913624914,0.031332285109017054
0.001,0.12279132631756841,-0.1558419128043719,-0.11862626905686223,0.30107304450185485,0.23334565158072498,-0.006529985591128058
0.001,0.17258026527039216,0.09814251093591553,-0.07954990441614371,-0.2971225576037688,0.29755932173924404,0.017065279970174384
0.001,0.17837667709701538,-0.08738272705899858,0.08059499277913205,0.1340083789666995,0.4378948206410723,-0.022193989175971117
0.001,0.06357157664868533,-0.1910185377952329,-0.002756330500137953,0.4174584966748983,0.08087903973634741,0.012804577607406978
0.001,0.05502370626248388,-0.19500878919507744,0.09443624174578591,0.4106220129216187,0.10345604956013514,-0.0013804536394124208
0.001,-0.15355446657874514,-0.13657912106953674,0.0010308686005321367,0.3042820965876163,-0.24111885952233952,-0.01823926037977278
0.001,0.04253402576672629,-0.20138751769811383,-0.03841340915468375,0.38468776231284474,0.09173296259061631,-0.012841479105157863
0.001,-0.20638827362969264,-0.013796097089011718,0.1595705681606223,-0.0063921754835232734,-0.43907620333283165,0.010484837824676031
0.001,0.20702731532912313,-0.010575328440299233,0.0630318608451853,0.039588633441416554,0.4320364076732907,0.010014149843110326
0.001,0.14407176072828878,0.15191096388183734,0.0036541947844277744,-0.22841799169640953,0.34360111219436673,0.00842671265097726
0.001,0.19897877565597413,-0.07350682862184982,0.04757540499443393,0.09400301537724318,0.3748994696405924,0.00640378077400334
